year,geo,value,measure_name
1995,NSW,38417.0,avg_cost_joint_reconstruction
1995,NSW,236.0,median_wait_joint_reconstruction
1995,NSW,79.39595121446514,on_time_rate_joint_reconstruction
1995,NSW,114.0,ed_ed_wait_time
1995,NSW,8.0,ed_ambulance_response
1995,NSW,80.91793473080907,ed_triage_category_1
1995,NSW,75.36461682048824,ed_triage_category_2
1995,NSW,80.2132160931159,ed_triage_category_3
1995,NSW,88.40313829706747,ed_left_without_being_seen
1995,NSW,75.84848714663352,ed_bed_occupancy_rate
1995,NSW,1.8162383836469242,quality_infection_rate
1995,NSW,4.939374488307951,quality_readmission_rate
1995,NSW,5.110312608733571,quality_mortality_rate
1995,NSW,86.54791286817238,quality_patient_satisfaction
1995,NSW,6.456257218730227,quality_length_of_stay
1995,NSW,89.59745522766033,quality_discharge_planning
1995,NSW,10.300389564583426,quality_medication_errors
1995,NSW,13.127737228801411,population_preventable_hospitalizations
1995,NSW,84.42061153998104,population_chronic_disease_management
1995,NSW,87.17064795880015,population_vaccination_coverage
1995,NSW,55.68136219401581,population_screening_participation
1995,NSW,43.60191443102567,population_mental_health_access
1995,VIC,48046.0,avg_cost_hip_replacement
1995,VIC,290.0,median_wait_hip_replacement
1995,VIC,66.45078091679625,on_time_rate_hip_replacement
1995,VIC,54251.0,avg_cost_knee_surgery
1995,VIC,215.0,median_wait_knee_surgery
1995,VIC,75.70159700166997,on_time_rate_knee_surgery
1995,VIC,19212.0,avg_cost_heart_bypass
1995,VIC,288.0,median_wait_heart_bypass
1995,VIC,70.98934088526528,on_time_rate_heart_bypass
1995,VIC,23769.0,avg_cost_dialysis
1995,VIC,158.0,median_wait_dialysis
1995,VIC,93.79856697763074,on_time_rate_dialysis
1995,VIC,30212.0,avg_cost_appendectomy
1995,VIC,328.0,median_wait_appendectomy
1995,VIC,89.35762277375679,on_time_rate_appendectomy
1995,VIC,47844.0,avg_cost_chemotherapy
1995,VIC,302.0,median_wait_chemotherapy
1995,VIC,66.58929805463552,on_time_rate_chemotherapy
1995,VIC,14163.0,avg_cost_cataract_surgery
1995,VIC,288.0,median_wait_cataract_surgery
1995,VIC,71.98379925892422,on_time_rate_cataract_surgery
1995,VIC,34417.0,avg_cost_angioplasty
1995,VIC,205.0,median_wait_angioplasty
1995,VIC,88.66496127993798,on_time_rate_angioplasty
1995,VIC,41369.0,avg_cost_colonoscopy
1995,VIC,139.0,median_wait_colonoscopy
1995,VIC,82.14250852127466,on_time_rate_colonoscopy
1995,VIC,38217.0,avg_cost_gastroscopy
1995,VIC,314.0,median_wait_gastroscopy
1995,VIC,62.22044100063334,on_time_rate_gastroscopy
1995,VIC,16750.0,avg_cost_tonsillectomy
1995,VIC,269.0,median_wait_tonsillectomy
1995,VIC,64.94497130335557,on_time_rate_tonsillectomy
1995,VIC,46957.0,avg_cost_gallbladder_surgery
1995,VIC,141.0,median_wait_gallbladder_surgery
1995,VIC,80.21835871672285,on_time_rate_gallbladder_surgery
1995,VIC,39413.0,avg_cost_hernia_repair
1995,VIC,121.0,median_wait_hernia_repair
1995,VIC,94.24339308510798,on_time_rate_hernia_repair
1995,VIC,32773.0,avg_cost_arthroscopy
1995,VIC,31.0,median_wait_arthroscopy
1995,VIC,77.77728354546274,on_time_rate_arthroscopy
1995,VIC,32072.0,avg_cost_coronary_stent
1995,VIC,79.0,median_wait_coronary_stent
1995,VIC,75.97398301554475,on_time_rate_coronary_stent
1995,VIC,55770.0,avg_cost_pacemaker_implant
1995,VIC,231.0,median_wait_pacemaker_implant
1995,VIC,73.2915735899586,on_time_rate_pacemaker_implant
1995,VIC,27677.0,avg_cost_joint_reconstruction
1995,VIC,25.0,median_wait_joint_reconstruction
1995,VIC,66.03293497618566,on_time_rate_joint_reconstruction
1995,VIC,65.66,ed_ed_wait_time
1995,VIC,8.82,ed_ambulance_response
1995,VIC,85.0698822794754,ed_triage_category_1
1995,VIC,75.4902277040557,ed_triage_category_2
1995,VIC,84.75585454995158,ed_triage_category_3
1995,VIC,81.06046249005152,ed_left_without_being_seen
1995,VIC,87.43186355198259,ed_bed_occupancy_rate
1995,VIC,2.558540708250203,quality_infection_rate
1995,VIC,14.100649148565042,quality_readmission_rate
1995,VIC,4.307455789978898,quality_mortality_rate
1995,VIC,69.5166076263164,quality_patient_satisfaction
1995,VIC,6.567596150234504,quality_length_of_stay
1995,VIC,79.27305709656096,quality_discharge_planning
1995,VIC,12.86939753193086,quality_medication_errors
1995,VIC,20.741728852460316,population_preventable_hospitalizations
1995,VIC,68.12388344898784,population_chronic_disease_management
1995,VIC,95.43993829318856,population_vaccination_coverage
1995,VIC,62.45298444131949,population_screening_participation
1995,VIC,59.39023946588321,population_mental_health_access
1995,QLD,51355.0,avg_cost_hip_replacement
1995,QLD,428.0,median_wait_hip_replacement
1995,QLD,63.530737331724616,on_time_rate_hip_replacement
1995,QLD,22100.0,avg_cost_knee_surgery
1995,QLD,421.0,median_wait_knee_surgery
1995,QLD,93.20035243566369,on_time_rate_knee_surgery
1995,QLD,50937.0,avg_cost_heart_bypass
1995,QLD,113.0,median_wait_heart_bypass
1995,QLD,77.55561692451047,on_time_rate_heart_bypass
1995,QLD,9779.0,avg_cost_dialysis
1995,QLD,155.0,median_wait_dialysis
1995,QLD,71.14482051894893,on_time_rate_dialysis
1995,QLD,44975.0,avg_cost_appendectomy
1995,QLD,165.0,median_wait_appendectomy
1995,QLD,91.73428371871638,on_time_rate_appendectomy
1995,QLD,7667.0,avg_cost_chemotherapy
1995,QLD,48.0,median_wait_chemotherapy
1995,QLD,63.94056093080372,on_time_rate_chemotherapy
1995,QLD,26136.0,avg_cost_cataract_surgery
1995,QLD,316.0,median_wait_cataract_surgery
1995,QLD,66.23715533741063,on_time_rate_cataract_surgery
1995,QLD,58011.0,avg_cost_angioplasty
1995,QLD,154.0,median_wait_angioplasty
1995,QLD,75.88932653238948,on_time_rate_angioplasty
1995,QLD,51812.0,avg_cost_colonoscopy
1995,QLD,79.0,median_wait_colonoscopy
1995,QLD,66.17972966420538,on_time_rate_colonoscopy
1995,QLD,53970.0,avg_cost_gastroscopy
1995,QLD,136.0,median_wait_gastroscopy
1995,QLD,85.28588490282644,on_time_rate_gastroscopy
1995,QLD,26999.0,avg_cost_tonsillectomy
1995,QLD,375.0,median_wait_tonsillectomy
1995,QLD,86.97315356004631,on_time_rate_tonsillectomy
1995,QLD,46925.0,avg_cost_gallbladder_surgery
1995,QLD,184.0,median_wait_gallbladder_surgery
1995,QLD,92.35015844817741,on_time_rate_gallbladder_surgery
1995,QLD,54874.0,avg_cost_hernia_repair
1995,QLD,68.0,median_wait_hernia_repair
1995,QLD,86.43398698900721,on_time_rate_hernia_repair
1995,QLD,32483.0,avg_cost_arthroscopy
1995,QLD,416.0,median_wait_arthroscopy
1995,QLD,61.70127045247992,on_time_rate_arthroscopy
1995,QLD,15455.0,avg_cost_coronary_stent
1995,QLD,350.0,median_wait_coronary_stent
1995,QLD,64.92657181313477,on_time_rate_coronary_stent
1995,QLD,9785.0,avg_cost_pacemaker_implant
1995,QLD,83.0,median_wait_pacemaker_implant
1995,QLD,94.98197824968521,on_time_rate_pacemaker_implant
1995,QLD,28813.0,avg_cost_joint_reconstruction
1995,QLD,279.0,median_wait_joint_reconstruction
1995,QLD,58.779151419788974,on_time_rate_joint_reconstruction
1995,QLD,58.9,ed_ed_wait_time
1995,QLD,20.9,ed_ambulance_response
1995,QLD,85.42440584772258,ed_triage_category_1
1995,QLD,72.0252176217028,ed_triage_category_2
1995,QLD,79.1057777767275,ed_triage_category_3
1995,QLD,73.40717633492547,ed_left_without_being_seen
1995,QLD,87.10880015218025,ed_bed_occupancy_rate
1995,QLD,9.915675212879268,quality_infection_rate
1995,QLD,7.114802068323101,quality_readmission_rate
1995,QLD,6.550505438085586,quality_mortality_rate
1995,QLD,76.61469955137086,quality_patient_satisfaction
1995,QLD,7.576220614871783,quality_length_of_stay
1995,QLD,91.68726579380812,quality_discharge_planning
1995,QLD,7.722284166521606,quality_medication_errors
1995,QLD,9.458951696075804,population_preventable_hospitalizations
1995,QLD,63.74487734543106,population_chronic_disease_management
1995,QLD,89.96327636100656,population_vaccination_coverage
1995,QLD,75.52220975758145,population_screening_participation
1995,QLD,42.00056703445674,population_mental_health_access
1995,WA,47802.0,avg_cost_hip_replacement
1995,WA,216.0,median_wait_hip_replacement
1995,WA,67.2640486894825,on_time_rate_hip_replacement
1995,WA,21848.0,avg_cost_knee_surgery
1995,WA,396.0,median_wait_knee_surgery
1995,WA,90.42715687347243,on_time_rate_knee_surgery
1995,WA,13953.0,avg_cost_heart_bypass
1995,WA,251.0,median_wait_heart_bypass
1995,WA,61.36904032630606,on_time_rate_heart_bypass
1995,WA,39500.0,avg_cost_dialysis
1995,WA,89.0,median_wait_dialysis
1995,WA,62.61523053861697,on_time_rate_dialysis
1995,WA,32766.0,avg_cost_appendectomy
1995,WA,350.0,median_wait_appendectomy
1995,WA,71.35684581545512,on_time_rate_appendectomy
1995,WA,44070.0,avg_cost_chemotherapy
1995,WA,356.0,median_wait_chemotherapy
1995,WA,59.81061762802686,on_time_rate_chemotherapy
1995,WA,48841.0,avg_cost_cataract_surgery
1995,WA,104.0,median_wait_cataract_surgery
1995,WA,79.6907173652162,on_time_rate_cataract_surgery
1995,WA,19060.0,avg_cost_angioplasty
1995,WA,14.0,median_wait_angioplasty
1995,WA,76.14138462253959,on_time_rate_angioplasty
1995,WA,13156.0,avg_cost_colonoscopy
1995,WA,51.0,median_wait_colonoscopy
1995,WA,90.16414426511142,on_time_rate_colonoscopy
1995,WA,48781.0,avg_cost_gastroscopy
1995,WA,360.0,median_wait_gastroscopy
1995,WA,96.29712910217232,on_time_rate_gastroscopy
1995,WA,36192.0,avg_cost_tonsillectomy
1995,WA,281.0,median_wait_tonsillectomy
1995,WA,85.2721856607134,on_time_rate_tonsillectomy
1995,WA,47021.0,avg_cost_gallbladder_surgery
1995,WA,151.0,median_wait_gallbladder_surgery
1995,WA,89.99182123785062,on_time_rate_gallbladder_surgery
1995,WA,44413.0,avg_cost_hernia_repair
1995,WA,306.0,median_wait_hernia_repair
1995,WA,67.36482657825336,on_time_rate_hernia_repair
1995,WA,28015.0,avg_cost_arthroscopy
1995,WA,82.0,median_wait_arthroscopy
1995,WA,67.54501877920136,on_time_rate_arthroscopy
1995,WA,30986.0,avg_cost_coronary_stent
1995,WA,321.0,median_wait_coronary_stent
1995,WA,74.59570286317819,on_time_rate_coronary_stent
1995,WA,17810.0,avg_cost_pacemaker_implant
1995,WA,357.0,median_wait_pacemaker_implant
1995,WA,92.15764325363669,on_time_rate_pacemaker_implant
1995,WA,43523.0,avg_cost_joint_reconstruction
1995,WA,209.0,median_wait_joint_reconstruction
1995,WA,90.81514115043748,on_time_rate_joint_reconstruction
1995,WA,44.160000000000004,ed_ed_wait_time
1995,WA,19.32,ed_ambulance_response
1995,WA,76.65261234951203,ed_triage_category_1
1995,WA,78.95710547315528,ed_triage_category_2
1995,WA,71.02757912619661,ed_triage_category_3
1995,WA,76.42457691964604,ed_left_without_being_seen
1995,WA,69.05530564189152,ed_bed_occupancy_rate
1995,WA,11.585347707735693,quality_infection_rate
1995,WA,14.09407231308752,quality_readmission_rate
1995,WA,3.077394899999345,quality_mortality_rate
1995,WA,78.53073403246415,quality_patient_satisfaction
1995,WA,2.9816272647066353,quality_length_of_stay
1995,WA,88.14289070678566,quality_discharge_planning
1995,WA,2.3575374686116257,quality_medication_errors
1995,WA,21.82129273769152,population_preventable_hospitalizations
1995,WA,58.99245886904335,population_chronic_disease_management
1995,WA,89.6682077410726,population_vaccination_coverage
1995,WA,72.70440325994866,population_screening_participation
1995,WA,58.64749776436184,population_mental_health_access
1995,SA,29164.0,avg_cost_hip_replacement
1995,SA,447.0,median_wait_hip_replacement
1995,SA,91.6312473216417,on_time_rate_hip_replacement
1995,SA,41342.0,avg_cost_knee_surgery
1995,SA,27.0,median_wait_knee_surgery
1995,SA,79.59354732540098,on_time_rate_knee_surgery
1995,SA,13511.0,avg_cost_heart_bypass
1995,SA,20.0,median_wait_heart_bypass
1995,SA,76.4452710074217,on_time_rate_heart_bypass
1995,SA,42312.0,avg_cost_dialysis
1995,SA,414.0,median_wait_dialysis
1995,SA,77.82292319427569,on_time_rate_dialysis
1995,SA,15435.0,avg_cost_appendectomy
1995,SA,369.0,median_wait_appendectomy
1995,SA,61.62487887796848,on_time_rate_appendectomy
1995,SA,30678.0,avg_cost_chemotherapy
1995,SA,326.0,median_wait_chemotherapy
1995,SA,88.12863804481607,on_time_rate_chemotherapy
1995,SA,40722.0,avg_cost_cataract_surgery
1995,SA,338.0,median_wait_cataract_surgery
1995,SA,85.3118347929339,on_time_rate_cataract_surgery
1995,SA,43871.0,avg_cost_angioplasty
1995,SA,239.0,median_wait_angioplasty
1995,SA,63.403107937128134,on_time_rate_angioplasty
1995,SA,12980.0,avg_cost_colonoscopy
1995,SA,251.0,median_wait_colonoscopy
1995,SA,74.79430804927361,on_time_rate_colonoscopy
1995,SA,15646.0,avg_cost_gastroscopy
1995,SA,431.0,median_wait_gastroscopy
1995,SA,87.18676967157596,on_time_rate_gastroscopy
1995,SA,13253.0,avg_cost_tonsillectomy
1995,SA,304.0,median_wait_tonsillectomy
1995,SA,87.82877622015056,on_time_rate_tonsillectomy
1995,SA,25506.0,avg_cost_gallbladder_surgery
1995,SA,138.0,median_wait_gallbladder_surgery
1995,SA,80.02911600970295,on_time_rate_gallbladder_surgery
1995,SA,29930.0,avg_cost_hernia_repair
1995,SA,32.0,median_wait_hernia_repair
1995,SA,60.15650177715158,on_time_rate_hernia_repair
1995,SA,42317.0,avg_cost_arthroscopy
1995,SA,195.0,median_wait_arthroscopy
1995,SA,75.70306762535665,on_time_rate_arthroscopy
1995,SA,6972.0,avg_cost_coronary_stent
1995,SA,245.0,median_wait_coronary_stent
1995,SA,85.00882170607971,on_time_rate_coronary_stent
1995,SA,27483.0,avg_cost_pacemaker_implant
1995,SA,41.0,median_wait_pacemaker_implant
1995,SA,71.95817480320699,on_time_rate_pacemaker_implant
1995,SA,7647.0,avg_cost_joint_reconstruction
1995,SA,309.0,median_wait_joint_reconstruction
1995,SA,84.19971585708157,on_time_rate_joint_reconstruction
1995,SA,105.3,ed_ed_wait_time
1995,SA,8.1,ed_ambulance_response
1995,SA,83.18325147517407,ed_triage_category_1
1995,SA,63.65248882210056,ed_triage_category_2
1995,SA,68.4186313059258,ed_triage_category_3
1995,SA,50.79238594424872,ed_left_without_being_seen
1995,SA,80.47727866557491,ed_bed_occupancy_rate
1995,SA,4.1523450990786275,quality_infection_rate
1995,SA,15.123828697815634,quality_readmission_rate
1995,SA,11.206543205643348,quality_mortality_rate
1995,SA,63.813660986130664,quality_patient_satisfaction
1995,SA,2.2477825403325644,quality_length_of_stay
1995,SA,71.29144792535998,quality_discharge_planning
1995,SA,10.431247735775008,quality_medication_errors
1995,SA,18.926672595469476,population_preventable_hospitalizations
1995,SA,60.44092615693949,population_chronic_disease_management
1995,SA,86.43808346219996,population_vaccination_coverage
1995,SA,51.04526238413803,population_screening_participation
1995,SA,64.83469873110035,population_mental_health_access
1995,TAS,53055.0,avg_cost_hip_replacement
1995,TAS,72.0,median_wait_hip_replacement
1995,TAS,86.2621087511846,on_time_rate_hip_replacement
1995,TAS,25633.0,avg_cost_knee_surgery
1995,TAS,208.0,median_wait_knee_surgery
1995,TAS,64.19951471685543,on_time_rate_knee_surgery
1995,TAS,32722.0,avg_cost_heart_bypass
1995,TAS,256.0,median_wait_heart_bypass
1995,TAS,87.52086644631427,on_time_rate_heart_bypass
1995,TAS,45195.0,avg_cost_dialysis
1995,TAS,31.0,median_wait_dialysis
1995,TAS,70.53598447981082,on_time_rate_dialysis
1995,TAS,32871.0,avg_cost_appendectomy
1995,TAS,345.0,median_wait_appendectomy
1995,TAS,62.40536484426054,on_time_rate_appendectomy
1995,TAS,5408.0,avg_cost_chemotherapy
1995,TAS,118.0,median_wait_chemotherapy
1995,TAS,82.67400705705674,on_time_rate_chemotherapy
1995,TAS,22390.0,avg_cost_cataract_surgery
1995,TAS,345.0,median_wait_cataract_surgery
1995,TAS,93.85231513914768,on_time_rate_cataract_surgery
1995,TAS,33023.0,avg_cost_angioplasty
1995,TAS,129.0,median_wait_angioplasty
1995,TAS,77.70524177654261,on_time_rate_angioplasty
1995,TAS,20185.0,avg_cost_colonoscopy
1995,TAS,248.0,median_wait_colonoscopy
1995,TAS,81.22925822079837,on_time_rate_colonoscopy
1995,TAS,19418.0,avg_cost_gastroscopy
1995,TAS,216.0,median_wait_gastroscopy
1995,TAS,65.04548107788368,on_time_rate_gastroscopy
1995,TAS,38270.0,avg_cost_tonsillectomy
1995,TAS,413.0,median_wait_tonsillectomy
1995,TAS,61.77718107615765,on_time_rate_tonsillectomy
1995,TAS,49525.0,avg_cost_gallbladder_surgery
1995,TAS,52.0,median_wait_gallbladder_surgery
1995,TAS,75.44253776106702,on_time_rate_gallbladder_surgery
1995,TAS,25917.0,avg_cost_hernia_repair
1995,TAS,437.0,median_wait_hernia_repair
1995,TAS,72.41317999018617,on_time_rate_hernia_repair
1995,TAS,50825.0,avg_cost_arthroscopy
1995,TAS,274.0,median_wait_arthroscopy
1995,TAS,60.57249446464889,on_time_rate_arthroscopy
1995,TAS,28775.0,avg_cost_coronary_stent
1995,TAS,74.0,median_wait_coronary_stent
1995,TAS,80.23065906186558,on_time_rate_coronary_stent
1995,TAS,34833.0,avg_cost_pacemaker_implant
1995,TAS,256.0,median_wait_pacemaker_implant
1995,TAS,81.53244188918036,on_time_rate_pacemaker_implant
1995,TAS,19458.0,avg_cost_joint_reconstruction
1995,TAS,165.0,median_wait_joint_reconstruction
1995,TAS,75.65571171694249,on_time_rate_joint_reconstruction
1995,TAS,88.88,ed_ed_wait_time
1995,TAS,12.32,ed_ambulance_response
1995,TAS,72.88026338134868,ed_triage_category_1
1995,TAS,77.80752514660885,ed_triage_category_2
1995,TAS,81.10086350792157,ed_triage_category_3
1995,TAS,80.4738650128896,ed_left_without_being_seen
1995,TAS,72.67992435402817,ed_bed_occupancy_rate
1995,TAS,9.277913799132124,quality_infection_rate
1995,TAS,13.661968040776957,quality_readmission_rate
1995,TAS,6.050586846549076,quality_mortality_rate
1995,TAS,80.02241197159151,quality_patient_satisfaction
1995,TAS,6.667509152796114,quality_length_of_stay
1995,TAS,72.89641810838171,quality_discharge_planning
1995,TAS,2.2498874261037574,quality_medication_errors
1995,TAS,19.21908051429455,population_preventable_hospitalizations
1995,TAS,54.26699300634158,population_chronic_disease_management
1995,TAS,78.01019482936903,population_vaccination_coverage
1995,TAS,57.22103306924081,population_screening_participation
1995,TAS,41.2894044707441,population_mental_health_access
1995,ACT,47555.0,avg_cost_hip_replacement
1995,ACT,42.0,median_wait_hip_replacement
1995,ACT,63.976940071726595,on_time_rate_hip_replacement
1995,ACT,48382.0,avg_cost_knee_surgery
1995,ACT,164.0,median_wait_knee_surgery
1995,ACT,67.48149391479271,on_time_rate_knee_surgery
1995,ACT,43374.0,avg_cost_heart_bypass
1995,ACT,199.0,median_wait_heart_bypass
1995,ACT,98.0,on_time_rate_heart_bypass
1995,ACT,34034.0,avg_cost_dialysis
1995,ACT,167.0,median_wait_dialysis
1995,ACT,86.8007149137173,on_time_rate_dialysis
1995,ACT,49069.0,avg_cost_appendectomy
1995,ACT,359.0,median_wait_appendectomy
1995,ACT,60.12981352576212,on_time_rate_appendectomy
1995,ACT,49805.0,avg_cost_chemotherapy
1995,ACT,180.0,median_wait_chemotherapy
1995,ACT,69.3245661189801,on_time_rate_chemotherapy
1995,ACT,60607.0,avg_cost_cataract_surgery
1995,ACT,369.0,median_wait_cataract_surgery
1995,ACT,93.80937056681762,on_time_rate_cataract_surgery
1995,ACT,42507.0,avg_cost_angioplasty
1995,ACT,198.0,median_wait_angioplasty
1995,ACT,72.72034075634431,on_time_rate_angioplasty
1995,ACT,55036.0,avg_cost_colonoscopy
1995,ACT,27.0,median_wait_colonoscopy
1995,ACT,75.83048053954349,on_time_rate_colonoscopy
1995,ACT,23848.0,avg_cost_gastroscopy
1995,ACT,112.0,median_wait_gastroscopy
1995,ACT,61.459831823761995,on_time_rate_gastroscopy
1995,ACT,18081.0,avg_cost_tonsillectomy
1995,ACT,84.0,median_wait_tonsillectomy
1995,ACT,81.98532091062187,on_time_rate_tonsillectomy
1995,ACT,7495.0,avg_cost_gallbladder_surgery
1995,ACT,107.0,median_wait_gallbladder_surgery
1995,ACT,91.8511256695597,on_time_rate_gallbladder_surgery
1995,ACT,39363.0,avg_cost_hernia_repair
1995,ACT,167.0,median_wait_hernia_repair
1995,ACT,85.5502565567122,on_time_rate_hernia_repair
1995,ACT,47447.0,avg_cost_arthroscopy
1995,ACT,290.0,median_wait_arthroscopy
1995,ACT,75.41285015512953,on_time_rate_arthroscopy
1995,ACT,26407.0,avg_cost_coronary_stent
1995,ACT,216.0,median_wait_coronary_stent
1995,ACT,91.3492919882619,on_time_rate_coronary_stent
1995,ACT,33562.0,avg_cost_pacemaker_implant
1995,ACT,127.0,median_wait_pacemaker_implant
1995,ACT,90.3031452327294,on_time_rate_pacemaker_implant
1995,ACT,40221.0,avg_cost_joint_reconstruction
1995,ACT,328.0,median_wait_joint_reconstruction
1995,ACT,64.56560509657173,on_time_rate_joint_reconstruction
1995,ACT,187.95000000000002,ed_ed_wait_time
1995,ACT,24.150000000000002,ed_ambulance_response
1995,ACT,90.0593463095745,ed_triage_category_1
1995,ACT,78.1595477889704,ed_triage_category_2
1995,ACT,82.39496043475214,ed_triage_category_3
1995,ACT,61.55324220656257,ed_left_without_being_seen
1995,ACT,74.15160720971254,ed_bed_occupancy_rate
1995,ACT,13.285224098103555,quality_infection_rate
1995,ACT,6.91115746581639,quality_readmission_rate
1995,ACT,5.040216463196455,quality_mortality_rate
1995,ACT,89.2100262783906,quality_patient_satisfaction
1995,ACT,1.9555898678269188,quality_length_of_stay
1995,ACT,76.95055266502034,quality_discharge_planning
1995,ACT,10.300345093795272,quality_medication_errors
1995,ACT,18.55916523445452,population_preventable_hospitalizations
1995,ACT,93.92688734758987,population_chronic_disease_management
1995,ACT,97.71788273683231,population_vaccination_coverage
1995,ACT,72.79143501927358,population_screening_participation
1995,ACT,73.98016765372832,population_mental_health_access
1995,NT,37181.0,avg_cost_hip_replacement
1995,NT,250.0,median_wait_hip_replacement
1995,NT,94.90442384865736,on_time_rate_hip_replacement
1995,NT,28631.0,avg_cost_knee_surgery
1995,NT,40.0,median_wait_knee_surgery
1995,NT,84.77500480194678,on_time_rate_knee_surgery
1995,NT,35727.0,avg_cost_heart_bypass
1995,NT,449.0,median_wait_heart_bypass
1995,NT,96.35099757328467,on_time_rate_heart_bypass
1995,NT,12758.0,avg_cost_dialysis
1995,NT,388.0,median_wait_dialysis
1995,NT,84.82838099561269,on_time_rate_dialysis
1995,NT,5503.0,avg_cost_appendectomy
1995,NT,139.0,median_wait_appendectomy
1995,NT,86.64520791442268,on_time_rate_appendectomy
1995,NT,47417.0,avg_cost_chemotherapy
1995,NT,400.0,median_wait_chemotherapy
1995,NT,93.19655028074877,on_time_rate_chemotherapy
1995,NT,11245.0,avg_cost_cataract_surgery
1995,NT,298.0,median_wait_cataract_surgery
1995,NT,80.75351857673608,on_time_rate_cataract_surgery
1995,NT,20259.0,avg_cost_angioplasty
1995,NT,221.0,median_wait_angioplasty
1995,NT,60.0301894998815,on_time_rate_angioplasty
1995,NT,47122.0,avg_cost_colonoscopy
1995,NT,172.0,median_wait_colonoscopy
1995,NT,84.41524618123213,on_time_rate_colonoscopy
1995,NT,36934.0,avg_cost_gastroscopy
1995,NT,26.0,median_wait_gastroscopy
1995,NT,87.18533094931763,on_time_rate_gastroscopy
1995,NT,21870.0,avg_cost_tonsillectomy
1995,NT,417.0,median_wait_tonsillectomy
1995,NT,83.41517389588255,on_time_rate_tonsillectomy
1995,NT,24431.0,avg_cost_gallbladder_surgery
1995,NT,443.0,median_wait_gallbladder_surgery
1995,NT,80.38270271252559,on_time_rate_gallbladder_surgery
1995,NT,39980.0,avg_cost_hernia_repair
1995,NT,336.0,median_wait_hernia_repair
1995,NT,81.43239849011864,on_time_rate_hernia_repair
1995,NT,26554.0,avg_cost_arthroscopy
1995,NT,247.0,median_wait_arthroscopy
1995,NT,88.16072539675552,on_time_rate_arthroscopy
1995,NT,38526.0,avg_cost_coronary_stent
1995,NT,214.0,median_wait_coronary_stent
1995,NT,71.43822214945855,on_time_rate_coronary_stent
1995,NT,43841.0,avg_cost_pacemaker_implant
1995,NT,311.0,median_wait_pacemaker_implant
1995,NT,72.77327773494753,on_time_rate_pacemaker_implant
1995,NT,26808.0,avg_cost_joint_reconstruction
1995,NT,264.0,median_wait_joint_reconstruction
1995,NT,69.32032370217847,on_time_rate_joint_reconstruction
1995,NT,87.55,ed_ed_wait_time
1995,NT,8.5,ed_ambulance_response
1995,NT,71.71602850448946,ed_triage_category_1
1995,NT,80.69857579183699,ed_triage_category_2
1995,NT,74.39372146506399,ed_triage_category_3
1995,NT,65.26689114581147,ed_left_without_being_seen
1995,NT,67.83784322458813,ed_bed_occupancy_rate
1995,NT,15.886310040597431,quality_infection_rate
1995,NT,9.150357197698625,quality_readmission_rate
